CustomerKey,Recency,Frequency,Monetary,Segment,Cluster
14081,344,2,3451.7374999999997,At Risk High Value,3
14082,45,1,21.98,Regular,1
14083,318,2,2751.4175,At Risk High Value,3
14084,154,4,138.68,Regular,1
14085,279,1,36.96,At Risk,1
14086,8,2,70.14999999999999,Loyal,1
14087,204,3,341.96999999999997,Regular,1
14088,251,2,2755.4175,At Risk High Value,3
14089,286,2,1893.9075,At Risk High Value,1
14090,273,1,85.48,At Risk,1
14091,176,5,251.2,Regular,3
14092,142,1,56.97,Regular,1
14093,158,1,30.97,Regular,1
14094,277,1,21.98,At Risk,1
14095,292,2,1802.2075,At Risk High Value,1
14096,8,5,233.69,Loyal,3
14097,187,1,56.97,Regular,1
14098,291,2,1845.8975,At Risk High Value,1
14099,136,3,200.26,Regular,1
14100,53,3,226.26,Loyal,1
14101,168,3,3679.8982,Regular,3
14102,180,3,3667.2296,Regular,3
14103,142,3,3612.2196000000004,Regular,3
14104,302,2,1889.9075,At Risk High Value,1
14105,292,2,1784.9075,At Risk High Value,1
14106,275,2,1839.8975,At Risk High Value,1
14107,315,1,819.46,At Risk,1
14108,295,1,839.48,At Risk,1
14109,166,2,2701.4275,Regular,3
14110,280,1,819.46,At Risk,1
14111,181,1,76.97,Regular,1
14112,239,2,3361.3875,At Risk High Value,3
14113,266,1,21.98,At Risk,1
14114,0,1,85.48,Regular,1
14115,233,2,3297.7174999999997,At Risk High Value,3
14116,221,2,3317.4075,At Risk High Value,3
14117,229,2,3352.3974999999996,At Risk High Value,3
14118,132,2,4741.34,Loyal,3
14119,92,3,148.94,Loyal,1
14120,215,2,3376.8875,At Risk High Value,3
14121,234,2,3319.6974999999998,At Risk High Value,3
14122,287,1,30.97,At Risk,1
14123,197,2,61.58,Regular,1
14124,75,2,57.59,Loyal,1
14125,349,2,3772.4096,At Risk High Value,3
14126,61,2,135.55,Loyal,1
14127,323,2,3809.5681999999997,At Risk High Value,3
14128,329,2,3836.3796,At Risk High Value,3
14129,288,2,3750.0882,At Risk High Value,3
14130,275,2,3814.0582,At Risk High Value,3
14131,304,2,3807.3996,At Risk High Value,3
14132,264,2,3804.0782,At Risk High Value,3
14133,268,2,3764.0681999999997,At Risk High Value,3
14134,270,2,3835.0681999999997,At Risk High Value,3
14135,285,1,86.96000000000001,At Risk,1
14136,250,1,71.95,At Risk,1
14137,213,2,4397.75,At Risk High Value,3
14138,239,2,4444.22,At Risk High Value,3
14139,216,2,4397.75,At Risk High Value,3
14140,209,2,4397.75,At Risk High Value,3
14141,187,2,3282.81,Regular,3
14142,91,1,29.479999999999997,Regular,1
14143,11,2,133.55,Loyal,1
14144,95,1,56.97,Regular,1
14145,356,1,24.27,At Risk,1
14146,104,3,6750.5599999999995,Loyal,3
14147,174,2,4397.75,Regular,3
14148,173,2,4406.74,Regular,3
14149,158,2,4417.75,Regular,3
14150,118,3,6705.59,Loyal,3
14151,134,1,85.48,Regular,1
14152,187,1,71.97,Regular,1
14153,262,1,48.970000000000006,At Risk,1
14154,157,2,3018.0025,Regular,3
14155,115,2,5993.26,Loyal,3
14156,75,2,229.57,Loyal,1
14157,92,3,6650.6,Loyal,3
14158,100,2,5976.74,Loyal,3
14159,107,2,5930.23,Loyal,3
14160,111,3,6679.7,Loyal,3
14161,86,3,6497.21,Loyal,3
14162,40,3,6473.7,VIP,3
14163,55,3,6567.0199999999995,VIP,3
14164,54,3,6484.71,VIP,3
14165,112,2,5910.55,Loyal,3
14166,348,1,71.97,At Risk,1
14167,174,2,4406.74,Regular,3
14168,3,1,71.95,Regular,1
14169,163,2,3262.83,Regular,3
14170,180,2,3291.8199999999997,Regular,3
14171,47,3,6615.7,VIP,3
14172,132,2,75.74,Loyal,1
14173,248,1,38.88,At Risk,1
14174,340,1,38.88,At Risk,1
14175,15,2,145.23,Loyal,1
14176,232,1,121.57000000000001,At Risk,1
14177,51,1,46.830000000000005,Regular,1
14178,65,1,86.58000000000001,Regular,1
14179,14,1,71.58000000000001,Regular,1
14180,264,1,32.6,At Risk,1
14181,214,3,8326.31,At Risk High Value,3
14182,148,1,32.6,Regular,1
14183,185,3,8321.31,Regular,3
14184,183,2,105.24000000000001,Regular,1
14185,181,4,9523.002499999999,Regular,3
14186,169,4,9796.32,Regular,3
14187,52,1,36.59,Regular,1
14188,192,1,32.6,Regular,1
14189,232,3,8317.32,At Risk High Value,3
14190,196,1,36.59,Regular,1
14191,197,3,8301.31,Regular,3
14192,178,4,9451.912499999999,Regular,3
14193,250,1,36.59,At Risk,1
14194,123,2,168.93,Loyal,1
14195,177,3,8316.289999999999,Regular,3
14196,20,2,137.94,Loyal,1
14197,112,1,107.08,Regular,1
14198,235,3,8308.59,At Risk High Value,3
14199,157,2,118.94,Regular,1
14200,122,4,9421.9125,Loyal,3
14201,75,1,32.6,Regular,1
14202,275,1,32.6,At Risk,1
14203,150,3,7081.4625,Regular,3
14204,365,1,71.58000000000001,At Risk,1
14205,315,1,32.6,At Risk,1
14206,19,1,156.59,Regular,1
14207,225,3,8361.3,At Risk High Value,3
14208,194,2,117.43,Regular,1
14209,79,3,193.97,Loyal,1
14210,153,3,5621.2396,Regular,3
14211,176,3,5662.8982,Regular,3
14212,234,2,82.25999999999999,At Risk,1
14213,78,2,86.26,Loyal,1
14214,177,3,5759.868199999999,Regular,3
14215,181,3,5665.888199999999,Regular,3
14216,178,3,5653.918199999999,Regular,3
14217,208,2,139.45,At Risk,1
14218,163,3,5651.878199999999,Regular,3
14219,154,3,5744.219599999999,Regular,3
14220,161,3,5696.1896,Regular,3
14221,153,2,82.26,Regular,1
14222,45,2,82.25999999999999,Loyal,1
14223,225,2,155.94,At Risk,1
14224,179,3,5621.218199999999,Regular,3
14225,155,3,5603.918199999999,Regular,3
14226,144,3,5656.2396,Regular,3
14227,47,2,114.96000000000001,Loyal,1
14228,20,2,74.98,Loyal,1
14229,83,2,74.98,Loyal,1
14230,124,3,5661.8982,Loyal,3
14231,187,2,83.97,Regular,1
14232,261,2,77.27,At Risk,1
14233,186,2,78.97,Regular,1
14234,128,3,5687.719599999999,Loyal,3
14235,106,3,5682.1996,Loyal,3
14236,94,3,5710.2296,Loyal,3
14237,170,2,90.25,Regular,1
14238,100,3,5642.8982,Loyal,3
14239,240,2,3295.4275,At Risk High Value,3
14240,215,2,3391.3875,At Risk High Value,3
14241,181,1,84.92,Regular,1
14242,239,2,3351.3974999999996,At Risk High Value,3
14243,297,1,71.97,At Risk,1
14244,39,3,154.95999999999998,Loyal,1
14245,363,1,56.97,At Risk,1
14246,332,1,71.97,At Risk,1
14247,18,1,81.46000000000001,Regular,1
14248,126,1,56.97,Regular,1
14249,243,1,96.46000000000001,At Risk,1
14250,151,1,30.97,Regular,1
14251,83,1,71.97,Regular,1
14252,39,1,96.46000000000001,Regular,1
14253,231,2,3394.8974999999996,At Risk High Value,3
14254,210,1,81.46000000000001,At Risk,1
14255,231,2,3379.9075,At Risk High Value,3
14256,232,2,3342.4075,At Risk High Value,3
14257,162,1,85.48,Regular,1
14258,4,1,80.96000000000001,Regular,1
14259,136,3,3630.9282,Regular,3
14260,149,3,3716.2296,Regular,3
14261,73,3,5653.918199999999,Loyal,3
14262,52,3,5652.5396,VIP,3
14263,48,3,5647.928199999999,VIP,3
14264,147,3,5217.7296,Regular,3
14265,23,5,215.22,Loyal,3
14266,335,1,56.97,At Risk,1
14267,108,2,2786.4075,Loyal,3
14268,93,2,2736.4175,Loyal,3
14269,127,1,85.48,Regular,1
14270,262,2,1794.1975,At Risk High Value,1
14271,326,1,21.98,At Risk,1
14272,109,2,2765.3975,Loyal,3
14273,144,1,71.97,Regular,1
14274,30,3,121.56,Loyal,1
14275,124,3,5158.3682,Loyal,3
14276,152,3,5259.3582,Regular,3
14277,144,3,5196.7396,Regular,3
14278,157,2,177.46,Regular,1
14279,126,3,5137.7082,Loyal,3
14280,283,1,56.97,At Risk,1
14281,136,2,4746.3,Regular,3
14282,19,5,195.22,Loyal,3
14283,250,2,1799.9175,At Risk High Value,1
14284,253,2,1769.9275,At Risk High Value,1
14285,266,2,1804.9175,At Risk High Value,1
14286,147,3,5234.3982,Regular,3
14287,152,3,5141.428199999999,Regular,3
14288,225,2,3351.3974999999996,At Risk High Value,3
14289,230,2,3376.8875,At Risk High Value,3
14290,219,2,3377.3974999999996,At Risk High Value,3
14291,165,3,258.44,Regular,1
14292,216,2,3319.6974999999998,At Risk High Value,3
14293,163,1,46.47,Regular,1
14294,278,1,81.46000000000001,At Risk,1
14295,245,1,56.97,At Risk,1
14296,245,1,45.95,At Risk,1
14297,214,2,3335.4174999999996,At Risk High Value,3
14298,221,2,3365.6674999999996,At Risk High Value,3
14299,145,3,5108.759599999999,Regular,3
14300,122,3,5322.7296,Loyal,3
14301,129,3,5142.7496,Loyal,3
14302,140,3,5140.7296,Regular,3
14303,130,3,3636.9082,Loyal,3
14304,99,3,3595.9282,Loyal,3
14305,115,3,3652.1982,Loyal,3
14306,119,3,3653.2296,Loyal,3
14307,197,3,196.26,Regular,1
14308,144,3,5140.3982,Regular,3
14309,85,2,99.47,Loyal,1
14310,135,3,5200.6596,Regular,3
14311,170,2,138.45,Regular,1
14312,177,3,191.27,Regular,1
14313,68,3,222.44,Loyal,1
14314,172,2,122.95,Regular,1
14315,115,2,109.71,Loyal,1
14316,95,3,3797.3682,Loyal,3
14317,81,2,81.26,Loyal,1
14318,156,2,138.45000000000002,Regular,1
14319,54,2,138.45,Loyal,1
14320,132,2,261.95,Loyal,1
14321,3,2,77.27,Loyal,1
14322,141,3,5111.4382,Regular,3
14323,126,3,5222.0196,Loyal,3
14324,134,3,5121.4282,Regular,3
14325,102,3,5152.6982,Loyal,3
14326,107,3,5207.6996,Loyal,3
14327,71,1,32.22,Regular,1
14328,117,5,308.66,Loyal,3
14329,365,1,91.95,At Risk,1
14330,259,1,806.76,At Risk,1
14331,127,1,56.97,Regular,1
14332,151,4,102.25,Regular,1
14333,62,1,81.46000000000001,Regular,1
14334,261,2,1848.9075,At Risk High Value,1
14335,244,2,1804.9175,At Risk High Value,1
14336,259,2,1893.9075,At Risk High Value,1
14337,260,2,1815.1475,At Risk High Value,1
14338,256,1,828.74,At Risk,1
14339,350,1,71.95,At Risk,1
14340,23,1,21.98,Regular,1
14341,6,4,244.12,Loyal,1
14342,253,2,1804.9175,At Risk High Value,1
14343,272,2,1839.9175,At Risk High Value,1
14344,37,2,126.95,Loyal,1
14345,42,3,3639.9182,VIP,3
14346,58,3,3583.2596000000003,VIP,3
14347,196,2,2900.3896,Regular,3
14348,189,2,2989.3796,Regular,3
14349,139,1,56.97,Regular,1
14350,132,1,71.95,Regular,1
14351,314,1,56.97,At Risk,1
14352,202,1,85.48,Regular,1
14353,298,3,128.84,At Risk,1
14354,90,2,2755.4175,Loyal,3
14355,259,2,1804.9175,At Risk High Value,1
14356,236,2,3352.3974999999996,At Risk High Value,3
14357,231,2,3337.7075,At Risk High Value,3
14358,183,1,45.95,Regular,1
14359,75,3,256.24,Loyal,1
14360,96,1,85.48,Regular,1
14361,22,1,106.96000000000001,Regular,1
14362,260,2,1845.8975,At Risk High Value,1
14363,72,3,192.34,Loyal,1
14364,227,2,1893.9075,At Risk High Value,1
14365,215,2,1804.9175,At Risk High Value,1
14366,215,2,1897.8775,At Risk High Value,1
14367,233,2,1839.9175,At Risk High Value,1
14368,14,1,85.48,Regular,1
14369,206,1,46.47,At Risk,1
14370,187,3,122.56,Regular,1
14371,24,3,119.86000000000001,Loyal,1
14372,231,1,24.27,At Risk,1
14373,221,1,75.97,At Risk,1
14374,242,2,3362.7075,At Risk High Value,3
14375,210,1,39.980000000000004,At Risk,1
14376,182,1,71.97,Regular,1
14377,236,2,3320.4275,At Risk High Value,3
14378,241,2,1809.3975,At Risk High Value,1
14379,242,2,1854.9075,At Risk High Value,1
14380,217,2,3330.4275,At Risk High Value,3
14381,225,2,3330.4174999999996,At Risk High Value,3
14382,230,2,3373.9075,At Risk High Value,3
14383,170,1,56.97,Regular,1
14384,114,1,93.97,Regular,1
14385,221,2,1777.8775,At Risk High Value,1
14386,219,2,1918.3975,At Risk High Value,1
14387,271,1,898.46,At Risk,1
14388,245,1,81.46000000000001,At Risk,1
14389,90,1,7.28,Regular,1
14390,86,1,39.980000000000004,Regular,1
14391,126,1,21.98,Regular,1
14392,183,2,3295.4275,Regular,3
14393,121,1,31.97,Regular,1
14394,190,2,3344.6974999999998,Regular,3
14395,103,1,96.46000000000001,Regular,1
14396,195,1,76.96000000000001,Regular,1
14397,3,1,39.980000000000004,Regular,1
14398,215,2,1804.9175,At Risk High Value,1
14399,291,1,4.99,At Risk,1
14400,198,2,3357.3974999999996,Regular,3
14401,251,1,15.23,At Risk,1
14402,28,1,39.980000000000004,Regular,1
14403,46,1,7.28,Regular,1
14404,340,1,4.99,At Risk,1
14405,129,1,64.47,Regular,1
14406,234,2,1851.3875,At Risk High Value,1
14407,25,1,64.47,Regular,1
14408,53,1,65.96000000000001,Regular,1
14409,211,1,85.48,At Risk,1
14410,63,1,56.97,Regular,1
14411,184,2,3360.4174999999996,Regular,3
14412,206,2,3320.4275,At Risk High Value,3
14413,239,2,1889.9075,At Risk High Value,1
14414,213,2,1793.8975,At Risk High Value,1
14415,215,2,1769.9275,At Risk High Value,1
14416,253,1,769.49,At Risk,1
14417,226,2,1848.9075,At Risk High Value,1
14418,237,2,1928.9275,At Risk High Value,1
14419,196,2,3371.3974999999996,Regular,3
14420,211,2,3320.4275,At Risk High Value,3
14421,189,2,3369.4075,Regular,3
14422,297,1,38.88,At Risk,1
14423,258,2,141.91,At Risk,1
14424,125,3,6998.862499999999,Loyal,3
14425,231,3,8332.3,At Risk High Value,3
14426,226,3,8319.3,At Risk High Value,3
14427,154,3,8451.26,Regular,3
14428,199,3,8321.31,Regular,3
14429,165,3,8394.289999999999,Regular,3
14430,118,1,30.97,Regular,1
14431,14,1,21.98,Regular,1
14432,138,1,21.98,Regular,1
14433,205,2,3342.4075,Regular,3
14434,207,2,3396.3974999999996,At Risk High Value,3
14435,169,1,80.96000000000001,Regular,1
14436,125,2,4776.01,Loyal,3
14437,41,1,21.98,Regular,1
14438,186,2,3352.3974999999996,Regular,3
14439,193,2,3312.6974999999998,Regular,3
14440,193,2,3367.3774999999996,Regular,3
14441,280,1,141.98,At Risk,1
14442,195,2,3370.4075,Regular,3
14443,313,1,21.98,At Risk,1
14444,218,1,30.97,At Risk,1
14445,297,1,100.46000000000001,At Risk,1
14446,67,3,146.75,Loyal,1
14447,202,2,3385.3974999999996,Regular,3
14448,189,2,3370.4075,Regular,3
14449,210,2,3355.4174999999996,At Risk High Value,3
14450,250,1,180.98,At Risk,1
14451,201,2,3362.7075,Regular,3
14452,204,2,3377.3974999999996,Regular,3
14453,188,2,3401.3875,Regular,3
14454,301,1,31.97,At Risk,1
14455,76,3,218.93,Loyal,1
14456,211,2,3405.9075,At Risk High Value,3
14457,186,2,3359.8974999999996,Regular,3
14458,136,3,133.95,Regular,1
14459,136,2,4775.009999999999,Regular,3
14460,55,1,96.46000000000001,Regular,1
14461,199,2,3310.4075,Regular,3
14462,133,1,21.98,Regular,1
14463,326,1,67.93,At Risk,1
14464,209,2,3357.7174999999997,At Risk High Value,3
14465,354,1,7.28,At Risk,1
14466,107,1,90.47,Regular,1
14467,263,1,39.980000000000004,At Risk,1
14468,351,1,7.28,At Risk,1
14469,303,1,64.47,At Risk,1
14470,202,2,3382.3974999999996,Regular,3
14471,201,2,3355.4275,Regular,3
14472,185,2,3503.6974999999998,Regular,3
14473,188,2,3413.9174999999996,Regular,3
14474,0,1,7.28,Regular,1
14475,286,1,7.28,At Risk,1
14476,155,1,7.28,Regular,1
14477,185,2,3342.4075,Regular,3
14478,146,2,4795.01,Regular,3
14479,47,1,81.96000000000001,Regular,1
14480,88,3,194.94,Loyal,1
14481,184,2,3360.4174999999996,Regular,3
14482,23,1,89.97,Regular,1
14483,257,1,39.980000000000004,At Risk,1
14484,210,2,3345.3974999999996,At Risk High Value,3
14485,200,2,3312.6974999999998,Regular,3
14486,212,2,3310.4075,At Risk High Value,3
14487,233,1,39.980000000000004,At Risk,1
14488,111,1,67.93,Regular,1
14489,93,1,39.980000000000004,Regular,1
14490,55,1,39.980000000000004,Regular,1
14491,247,1,127.28,At Risk,1
14492,283,1,7.28,At Risk,1
14493,54,1,54.96,Regular,1
14494,233,2,1769.9275,At Risk High Value,1
14495,219,2,1839.9175,At Risk High Value,1
14496,238,1,804.48,At Risk,1
14497,241,1,804.48,At Risk,1
14498,203,2,3394.3875,Regular,3
14499,90,1,15.23,Regular,1
14500,13,1,64.47,Regular,1
14501,199,2,2994.0881999999997,Regular,3
14502,121,3,122.26,Loyal,1
14503,255,1,39.980000000000004,At Risk,1
14504,6,3,162.24,Loyal,1
14505,348,1,61.96000000000001,At Risk,1
14506,76,1,39.980000000000004,Regular,1
14507,350,1,39.980000000000004,At Risk,1
14508,245,1,54.980000000000004,At Risk,1
14509,121,1,163.99,Regular,1
14510,189,2,3036.3682,Regular,3
14511,298,1,89.97,At Risk,1
14512,356,1,39.980000000000004,At Risk,1
14513,100,1,4.99,Regular,1
14514,2,1,141.98,Regular,1
14515,105,1,56.97,Regular,1
14516,199,2,78.98,Regular,1
14517,100,2,82.97,Loyal,1
14518,180,2,126.95,Regular,1
14519,321,1,80.96000000000001,At Risk,1
14520,235,2,1503.5782,At Risk High Value,1
14521,76,2,117.96000000000001,Loyal,1
14522,126,2,126.95,Loyal,1
14523,239,2,3807.3996,At Risk High Value,3
14524,176,2,3001.0425,Regular,3
14525,94,3,6665.58,Loyal,3
14526,227,1,29.479999999999997,At Risk,1
14527,79,1,4.99,Regular,1
14528,185,1,4.99,Regular,1
14529,37,2,254.06,Loyal,1
14530,75,2,72.86,Loyal,1
14531,306,2,190.54000000000002,At Risk,1
14532,319,1,21.98,At Risk,1
14533,29,2,160.55,Loyal,1
14534,85,1,36.96,Regular,1
14535,317,2,123.47,At Risk,1
14536,209,1,68.49,At Risk,1
14537,205,1,42.28,Regular,1
14538,135,2,3017.0125,Regular,3
14539,122,2,3271.8199999999997,Loyal,3
14540,147,2,156.25,Regular,1
14541,131,2,4397.75,Loyal,3
14542,115,2,115.24999999999999,Loyal,1
14543,207,1,42.28,At Risk,1
14544,262,1,39.980000000000004,At Risk,1
14545,14,2,112.96,Loyal,1
14546,27,2,152.97,Loyal,1
14547,36,2,192.95000000000002,Loyal,1
14548,88,1,124.99,Regular,1
14549,165,1,74.98,Regular,1
14550,143,1,48.970000000000006,Regular,1
14551,39,1,111.96000000000001,Regular,1
14552,68,2,103.97,Loyal,1
14553,277,2,147.95,At Risk,1
14554,172,2,178.45,Regular,1
14555,102,2,3021.0225,Loyal,3
14556,124,1,19.97,Regular,1
14557,5,2,117.96000000000001,Loyal,1
14558,231,2,1528.0682,At Risk High Value,1
14559,239,2,1547.5682,At Risk High Value,1
14560,241,2,1538.5782,At Risk High Value,1
14561,78,3,158.84,Loyal,1
14562,254,1,7.28,At Risk,1
14563,188,1,39.980000000000004,Regular,1
14564,40,1,124.99,Regular,1
14565,219,2,1503.5782,At Risk High Value,1
14566,121,3,401.49,Loyal,1
14567,53,3,161.28,Loyal,1
14568,296,1,54.96,At Risk,1
14569,98,1,7.28,Regular,1
14570,268,1,39.980000000000004,At Risk,1
14571,160,1,89.97,Regular,1
14572,190,2,3016.0681999999997,Regular,3
14573,124,1,39.980000000000004,Regular,1
14574,63,3,177.6,Loyal,1
14575,5,1,185.97,Regular,1
14576,201,2,1476.5382,Regular,1
14577,203,2,1505.8582000000001,Regular,1
14578,214,1,848.47,At Risk,1
14579,331,1,124.99,At Risk,1
14580,211,2,1468.5882000000001,At Risk High Value,1
14581,211,2,1563.0482,At Risk High Value,1
14582,65,3,111.78999999999999,Loyal,1
14583,25,1,4.99,Regular,1
14584,194,2,3040.0381999999995,Regular,3
14585,189,2,3016.0681999999997,Regular,3
14586,39,3,233.94,Loyal,1
14587,246,1,7.28,At Risk,1
14588,130,1,39.980000000000004,Regular,1
14589,197,2,1468.5882000000001,Regular,1
14590,198,2,1597.5582,Regular,1
14591,203,2,1500.8682000000001,Regular,1
14592,240,1,4.99,At Risk,1
14593,225,1,7.28,At Risk,1
14594,275,1,163.99,At Risk,1
14595,90,1,39.980000000000004,Regular,1
14596,190,2,3056.0481999999997,Regular,3
14597,99,2,4803.31,Loyal,3
14598,107,2,4839.0,Loyal,3
14599,204,2,3054.0781999999995,Regular,3
14600,140,1,39.980000000000004,Regular,1
14601,201,2,3076.0581999999995,Regular,3
14602,206,2,3150.5381999999995,At Risk High Value,3
14603,184,2,3034.0681999999997,Regular,3
14604,268,3,137.95,At Risk,1
14605,110,2,4750.01,Loyal,3
14606,104,2,4716.02,Loyal,3
14607,79,1,4.99,Regular,1
14608,282,1,39.980000000000004,At Risk,1
14609,223,1,4.99,At Risk,1
14610,186,2,1468.5882000000001,Regular,1
14611,107,3,304.55,Loyal,1
14612,55,1,39.980000000000004,Regular,1
14613,205,2,1601.5582,Regular,1
14614,194,2,1645.5482,Regular,1
14615,90,1,28.96,Regular,1
14616,205,2,1538.5782,Regular,1
14617,199,2,1538.5582,Regular,1
14618,120,1,39.980000000000004,Regular,1
14619,98,1,39.980000000000004,Regular,1
14620,180,1,4.99,Regular,1
14621,39,1,103.48,Regular,1
14622,260,1,28.96,At Risk,1
14623,328,1,64.47,At Risk,1
14624,92,1,39.980000000000004,Regular,1
14625,91,1,7.28,Regular,1
14626,36,3,197.04000000000002,Loyal,1
14627,213,1,7.28,At Risk,1
14628,111,1,4.99,Regular,1
14629,327,1,4.99,At Risk,1
14630,87,1,4.99,Regular,1
14631,196,1,848.47,Regular,1
14632,21,3,156.55,Loyal,1
14633,89,3,242.5,Loyal,1
14634,186,2,1538.5782,Regular,1
14635,173,1,37.21,Regular,1
14636,202,2,1538.5782,Regular,1
14637,126,1,39.980000000000004,Regular,1
14638,41,1,26.97,Regular,1
14639,197,2,1547.5682,Regular,1
14640,185,1,812.42,Regular,1
14641,104,3,119.86000000000001,Loyal,1
14642,247,1,7.28,At Risk,1
14643,161,2,1613.0582,Regular,1
14644,352,1,7.28,At Risk,1
14645,164,2,1538.5782,Regular,1
14646,179,2,1538.5582,Regular,1
14647,158,2,1588.5682,Regular,1
14648,210,2,3024.0181999999995,At Risk High Value,3
14649,179,2,1601.5582,Regular,1
14650,161,2,1538.5782,Regular,1
14651,167,2,1588.5682,Regular,1
14652,154,2,1528.0682,Regular,1
14653,176,2,1547.5682,Regular,1
14654,302,1,7.28,At Risk,1
14655,263,3,174.96,At Risk,1
14656,199,2,3084.0581999999995,Regular,3
14657,204,2,3076.0581999999995,Regular,3
14658,84,3,92.82000000000001,Loyal,1
14659,246,1,39.980000000000004,At Risk,1
14660,171,2,1588.5682,Regular,1
14661,177,3,195.02,Regular,1
14662,170,2,1602.0782,Regular,1
14663,73,1,104.95,Regular,1
14664,193,2,3100.5481999999997,Regular,3
14665,199,2,81.26,Regular,1
14666,110,3,5199.9182,Loyal,3
14667,101,3,5295.4082,Loyal,3
14668,94,3,5216.6896,Loyal,3
14669,59,2,90.25,Loyal,1
14670,208,2,2919.8896,At Risk High Value,3
14671,171,2,2934.3696,Regular,3
14672,74,3,5237.7196,Loyal,3
14673,61,3,5117.7496,VIP,3
14674,72,2,142.47,Loyal,1
14675,23,2,237.97,Loyal,1
14676,76,3,5188.4082,Loyal,3
14677,33,2,81.26,Loyal,1
14678,17,2,167.95,Loyal,1
14679,13,2,87.96000000000001,Loyal,1
14680,0,2,163.95,Loyal,1
14681,84,3,5178.3982,Loyal,3
14682,53,2,138.45,Loyal,1
14683,123,3,98.95,Loyal,1
14684,23,3,93.53999999999999,Loyal,1
14685,98,3,146.74,Loyal,1
14686,80,3,203.46,Loyal,1
14687,142,1,80.96000000000001,Regular,1
14688,339,1,74.98,At Risk,1
14689,30,1,4.99,Regular,1
14690,39,1,128.97,Regular,1
14691,148,1,89.97,Regular,1
14692,17,2,106.25999999999999,Loyal,1
14693,114,1,39.980000000000004,Regular,1
14694,238,2,156.94,At Risk,1
14695,86,1,48.980000000000004,Regular,1
14696,291,1,42.28,At Risk,1
14697,120,3,6684.58,Loyal,3
14698,47,1,60.95,Regular,1
14699,206,1,78.98,At Risk,1
14700,105,2,5904.23,Loyal,3
14701,115,2,3001.0225,Loyal,3
14702,114,3,6729.57,Loyal,3
14703,345,1,42.28,At Risk,1
14704,358,1,95.94,At Risk,1
14705,92,2,5875.55,Loyal,3
14706,144,1,24.99,Regular,1
14707,350,1,37.29,At Risk,1
14708,93,2,2966.0325,Loyal,3
14709,142,2,4397.75,Regular,3
14710,110,1,39.99,Regular,1
14711,307,1,71.97,At Risk,1
14712,116,3,6660.589999999999,Loyal,3
14713,55,3,6461.71,VIP,3
14714,32,3,5386.28,VIP,3
14715,117,1,31.27,Regular,1
14716,50,3,5300.259999999999,VIP,3
14717,264,2,113.96,At Risk,1
14718,328,1,63.97,At Risk,1
14719,36,3,5512.259999999999,VIP,3
14720,95,2,5900.55,Loyal,3
14721,47,1,4.99,Regular,1
14722,177,2,1468.5882000000001,Regular,1
14723,222,3,87.57000000000001,At Risk,1
14724,17,3,120.41,Loyal,1
14725,50,3,318.83000000000004,Loyal,1
14726,160,2,1483.5682,Regular,1
14727,168,2,1563.0682,Regular,1
14728,158,2,1563.0682,Regular,1
14729,199,1,4.99,Regular,1
14730,32,2,2588.0681999999997,VIP,3
14731,51,2,2435.0782,VIP,3
14732,55,2,2450.0782,VIP,3
14733,337,2,1854.5782,At Risk High Value,1
14734,334,2,1854.5782,At Risk High Value,1
14735,316,2,1854.5782,At Risk High Value,1
14736,333,1,85.48,At Risk,1
14737,259,2,1873.5782,At Risk High Value,1
14738,150,2,1503.5782,Regular,1
14739,134,2,1500.8682000000001,Regular,1
14740,146,2,1533.5582,Regular,1
14741,131,2,1588.5682,Loyal,1
14742,164,1,7.28,Regular,1
14743,206,1,64.47,At Risk,1
14744,129,2,1505.8582000000001,Loyal,1
14745,184,1,902.46,Regular,1
14746,137,2,1588.5682,Regular,1
14747,122,2,1503.5782,Loyal,1
14748,181,1,124.99,Regular,1
14749,318,1,98.96000000000001,At Risk,1
14750,128,2,1613.0582,Loyal,1
14751,212,1,7.28,At Risk,1
14752,130,2,1528.0682,Loyal,1
14753,127,2,1468.5882000000001,Loyal,1
14754,126,2,1500.8682000000001,Loyal,1
14755,122,2,1592.5682,Loyal,1
14756,147,2,1588.5682,Regular,1
14757,142,2,1538.5782,Regular,1
14758,269,1,39.980000000000004,At Risk,1
14759,17,1,7.28,Regular,1
14760,47,3,167.26,Loyal,1
14761,359,1,39.980000000000004,At Risk,1
14762,215,1,4.99,At Risk,1
14763,162,1,4.99,Regular,1
14764,52,1,7.28,Regular,1
14765,19,3,119.86000000000001,Loyal,1
14766,64,1,4.99,Regular,1
14767,121,1,29.93,Regular,1
14768,241,1,106.96000000000001,At Risk,1
14769,119,2,4397.75,Loyal,3
14770,109,3,6679.59,Loyal,3
14771,103,3,6689.58,Loyal,3
14772,96,2,4380.04,Loyal,3
14773,213,3,7015.612499999999,At Risk High Value,3
14774,52,3,6434.74,VIP,3
14775,237,3,8404.279999999999,At Risk High Value,3
14776,113,2,5908.25,Loyal,3
14777,97,2,5923.23,Loyal,3
14778,72,3,6673.53,VIP,3
14779,104,2,3262.83,Loyal,3
14780,93,1,7.28,Regular,1
14781,44,1,56.97,Regular,1
14782,343,1,66.96000000000001,At Risk,1
14783,128,2,158.95999999999998,Loyal,1
14784,54,2,156.25,Loyal,1
14785,24,1,48.970000000000006,Regular,1
14786,170,1,66.96000000000001,Regular,1
14787,60,2,163.45,Loyal,1
14788,331,1,4.99,At Risk,1
14789,104,2,4382.74,Loyal,3
